,h2h,loser,round,score,winner,start_date,tournament_link,tournament_name
64,H2H 1-1,Lars-Anders Wahlgren,R32,7-6 1-6 6-3,Glenn Michibata,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
65,H2H 1-0,Frank Dennhardt,R32,6-2 6-1,Shuzo Matsuoka,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
66,H2H 2-0,Luke Jensen,R32,6-4 7-6,David Wheaton,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
67,H2H 1-0,Malcolm Allen,R32,6-3 6-2,Steve Guy,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
68,H2H 1-0,Joao Cunha-Silva,R32,7-5 6-4,Tobias Svantesson,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
69,H2H 2-0,Danilo Marcelino,R32,6-4 7-6,Roger Smith,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
70,H2H 1-0,Gianluca Pozzi,R32,7-6 6-4,Paul Chamberlin,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
71,H2H 1-1,Peter Doohan,R32,6-2 7-5,Doug Burke,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
72,H2H 1-0,Michiel Schapers,R32,6-3 6-4,David Lewis,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
73,H2H 1-0,Paul Wekesa,R32,6-1 2-6 6-1,Kelly Evernden,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
74,H2H 1-0,Michael Kures,R32,6-3 6-3,Menno Oosting,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
75,H2H 1-1,Bruce Derlin,R32,7-6 6-2,Brett Steven,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
76,H2H 1-0,Chris Bailey,R32,6-4 6-2,Milan Srejber,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
77,,R Baxter / G Michibata,F,3-6 6-2 6-3,P Doohan / L Warder,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
78,,L Jensen / R Reneberg,SF,7-6 6-2,P Doohan / L Warder,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
79,,T Pawsat / T Svantesson,SF,6-4 6-4,R Baxter / G Michibata,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
80,,J Letts / B Man-son-hing,QF,4-6 7-6 6-4,P Doohan / L Warder,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
81,,P Baur / S Guy,QF,6-7 7-6 6-3,L Jensen / R Reneberg,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
82,,S Matsuoka / D Wheaton,QF,3-6 7-6 8-6,T Pawsat / T Svantesson,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
83,,C Beckman / S DeVries,QF,7-5 6-4,R Baxter / G Michibata,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
84,,R Smith / P Wekesa,R16,6-3 7-6,P Doohan / L Warder,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
85,,J Canter / B Derlin,R16,7-6 6-4,J Letts / B Man-son-hing,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
86,,J Cunha-Silva / D Marcelino,R16,6-3 3-6 8-6,L Jensen / R Reneberg,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
87,,M Oosting / L Wahlgren,R16,7-6 6-4,P Baur / S Guy,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
88,,R Krishnan / D Lewis,R16,7-6 6-4,S Matsuoka / D Wheaton,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
89,,J Barham / J Klaparda,R16,6-3 6-2,T Pawsat / T Svantesson,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
90,,P Chamberlin / M Schapers,R16,6-2 7-6,R Baxter / G Michibata,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
91,,H De La Pena / K Evernden,R16,6-4 6-1,C Beckman / S DeVries,1989-01-02,https://matchstat.com/tennis/tournaments/m/Wellington/1989,Wellington
92,H2H 2-3,Amos Mansdorf,F,6-4 6-0,Ramesh Krishnan,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
93,H2H 1-0,Roger Smith,SF,6-3 6-2,Amos Mansdorf,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
94,H2H 1-2,Richey Reneberg,SF,7-6 6-3,Ramesh Krishnan,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
95,H2H 1-0,Paul Wekesa,QF,6-4 2-6 6-2,Amos Mansdorf,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
96,H2H 2-0,Kelly Evernden,QF,7-5 6-2,Roger Smith,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
97,H2H 1-0,Glenn Michibata,QF,6-1 6-3,Richey Reneberg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
98,H2H 2-0,Jim Grabb,QF,7-5 6-0,Ramesh Krishnan,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
99,H2H 3-2,David Wheaton,R16,7-5 6-1,Amos Mansdorf,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
100,H2H 1-0,Michael Westphal,R16,4-6 6-3 9-7,Paul Wekesa,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
101,H2H 1-1,Paul Chamberlin,R16,6-2 7-6,Roger Smith,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
102,H2H 1-0,Udo Riglewski,R16,6-4 3-6 6-4,Kelly Evernden,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
103,H2H 1-0,Horacio De La Pena,R16,3-6 7-5 6-2,Glenn Michibata,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
104,H2H 2-1,Milan Srejber,R16,6-3 6-4,Richey Reneberg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
105,H2H 2-0,Robbie Weiss,R16,1-6 6-2 6-0,Jim Grabb,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
106,H2H 1-0,Tobias Svantesson,R16,6-3 6-3,Ramesh Krishnan,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
107,H2H 2-0,Menno Oosting,R32,6-4 6-4,Amos Mansdorf,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
108,H2H 1-0,Joao Cunha-Silva,R32,6-1 6-4,David Wheaton,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
109,H2H 1-0,Chris Pridham,R32,6-7 6-7 7-5,Michael Westphal,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
110,H2H 1-0,Shuzo Matsuoka,R32,7-6 6-2,Paul Wekesa,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
111,H2H 1-1,Michiel Schapers,R32,6-4 6-4,Paul Chamberlin,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
112,H2H 1-0,David Lewis,R32,6-3 7-6,Roger Smith,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
113,H2H 2-0,Steve Guy,R32,6-1 6-7 6-1,Kelly Evernden,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
114,H2H 1-1,Richard Matuszewski,R32,6-1 4-6 6-2,Udo Riglewski,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
115,H2H 1-0,Gianluca Pozzi,R32,6-3 3-6 6-2,Horacio De La Pena,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
116,H2H 2-1,Broderick Dyke,R32,6-2 6-7 6-4,Glenn Michibata,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
117,H2H 2-0,Danilo Marcelino,R32,6-3 4-6 6-3,Richey Reneberg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
118,H2H 1-0,Veli Paloheimo,R32,7-5 6-7 6-3,Milan Srejber,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
119,H2H 1-0,John Ross,R32,6-4 7-5,Jim Grabb,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
120,H2H 1-1,Jimmy Brown,R32,6-4 1-6 9-7,Robbie Weiss,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
121,H2H 1-0,Andrew Lobb,R32,6-2 7-6,Tobias Svantesson,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
122,H2H 3-0,Michael Kures,R32,6-1 7-6,Ramesh Krishnan,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
123,,J Letts / B Man-son-hing,F,7-6 7-6,S Guy / S Matsuoka,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
124,,G Connell / G Michibata,SF,5-7 6-4 6-4,J Letts / B Man-son-hing,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
125,,L Jensen / R Reneberg,SF,7-5 7-5,S Guy / S Matsuoka,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
126,,J Grubi / A Lobb,QF,6-3 6-2,G Connell / G Michibata,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
127,,H Shirato / E Takeuchi,QF,6-1 6-2,J Letts / B Man-son-hing,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
128,,R Smith / P Wekesa,QF,6-2 3-6 6-2,L Jensen / R Reneberg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
129,,B Dyke / K Evernden,QF,6-4 6-2,S Guy / S Matsuoka,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
130,,H De La Pena / R Krishnan,R16,6-4 6-7 6-3,G Connell / G Michibata,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
131,,P Chamberlin / D Marcelino,R16,6-3 3-6 7-5,J Grubi / A Lobb,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
132,,P Baur / U Riglewski,R16,4-6 6-1 7-5,H Shirato / E Takeuchi,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
133,,M Kures / G Pozzi,R16,7-6 6-1,J Letts / B Man-son-hing,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
134,,R Matuszewski / F Viancos,R16,7-6 7-6,R Smith / P Wekesa,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
135,,T Pawsat / T Svantesson,R16,6-2 3-6 6-2,L Jensen / R Reneberg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
136,,M Westphal / P Wright,R16,6-4 6-2,S Guy / S Matsuoka,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
137,,J Barham / J Klaparda,R16,3-6 6-1 6-4,B Dyke / K Evernden,1989-01-09,https://matchstat.com/tennis/tournaments/m/Auckland/1989,Auckland
138,H2H 3-0,Andrey Cherkasov,F,6-4 6-2,Aaron Krickstein,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
139,H2H 1-0,Bruno Oresar,SF,6-0 2-6 6-4,Aaron Krickstein,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
140,H2H 1-1,Olivier Delaitre,SF,7-5 6-1,Andrey Cherkasov,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
141,H2H 1-1,Wally Masur,QF,7-5 6-4,Bruno Oresar,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
142,H2H 2-3,Carl-Uwe Steeb,QF,2-6 6-3 6-3,Aaron Krickstein,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
143,H2H 1-1,Christo Van Rensburg,QF,7-5 6-3,Olivier Delaitre,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
144,H2H 1-1,Libor Nemecek,QF,6-1 6-3,Andrey Cherkasov,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
145,H2H 1-0,Peter Lundgren,R16,2-6 7-6 6-2,Bruno Oresar,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
146,H2H 1-0,Thierry Tulasne,R16,7-5 6-2,Wally Masur,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
147,H2H 2-0,Joey Rive,R16,6-3 6-4,Aaron Krickstein,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
148,H2H 1-0,Marty Davis,R16,7-5 6-3,Carl-Uwe Steeb,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
149,H2H 2-1,Alexander Volkov,R16,7-6 7-6,Christo Van Rensburg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
150,H2H 2-2,Jason Stoltenberg,R16,7-6 6-2,Olivier Delaitre,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
151,H2H 1-0,Magnus Gustafsson,R16,3-6 6-1 6-1,Libor Nemecek,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
152,H2H 3-0,Christian Saceanu,R16,6-3 6-3,Andrey Cherkasov,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
153,H2H 1-1,Henri Leconte,R32,6-4 6-3,Peter Lundgren,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
154,H2H 1-0,Joakim Nystrom,R32,6-4 6-0,Bruno Oresar,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
155,H2H 2-0,Diego Nargiso,R32,6-4 7-6,Thierry Tulasne,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
156,H2H 4-0,Patrik Kuhnen,R32,6-3 5-7 6-4,Wally Masur,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
157,H2H 1-0,Pieter Aldrich,R32,6-3 6-7 6-2,Aaron Krickstein,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
158,H2H 1-0,Peter Doohan,R32,6-4 7-6,Joey Rive,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
159,H2H 3-0,Glenn Layendecker,R32,6-4 7-6,Marty Davis,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
160,H2H 2-0,Darren Cahill,R32,6-3 4-6 6-1,Carl-Uwe Steeb,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
161,H2H 1-0,Andrei Olhovskiy,R32,6-3 7-6,Christo Van Rensburg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
162,H2H 1-0,Byron Talbot,R32,6-2 6-3,Alexander Volkov,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
163,H2H 1-0,John Frawley,R32,7-5 4-6 6-2,Jason Stoltenberg,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
164,H2H 3-1,Jonas B. Svensson,R32,6-2 6-4,Olivier Delaitre,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
165,H2H 1-0,Alexander Mronz,R32,6-2 6-2,Magnus Gustafsson,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
166,H2H 1-0,Jan Gunnarsson,R32,3-6 6-4 6-3,Libor Nemecek,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
167,H2H 1-1,Leonardo Lavalle,R32,6-4 6-1,Andrey Cherkasov,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
168,H2H 1-0,Andrei Chesnokov,R32,4-6 6-4 6-4,Christian Saceanu,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
169,,P Aldrich / D Visser,F,6-4 6-3,D Cahill / W Masur,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
170,,L Lavalle / C Saceanu,SF,6-1 2-6 6-4,P Aldrich / D Visser,1989-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1989,Sydney
